date,long,short,long_short
2013-02-20,0.998362417029,0.990665852729,1.007157831906
2013-02-21,0.996727515737,0.981418831763,1.014366898369
2013-02-22,0.995095291730,0.972258123852,1.021627566118
2013-02-25,0.993465740626,0.963182923339,1.028940204506
2013-02-26,0.991838858048,0.954192432083,1.036305185531
2013-02-27,0.990214639624,0.945285859397,1.043722883851
2013-02-28,0.988593080993,0.936462421972,1.051193676810
2013-03-01,0.986974177798,0.927721343812,1.058717944449
2013-03-04,0.985357925692,0.919061856162,1.066296069530
2013-03-05,0.983973933780,0.917606605927,1.066483782101
2013-03-06,0.982591885764,0.916153659948,1.066671527717
2013-03-07,0.981211778914,0.914703014576,1.066859306384
2013-03-08,0.979833610504,0.913254666168,1.067047118108
2013-03-11,0.978457377810,0.911808611087,1.067234962894
2013-03-12,0.977083078115,0.910364845702,1.067422840749
2013-03-13,0.975710708702,0.908923366386,1.067610751679
2013-03-14,0.974340266862,0.907484169522,1.067798695688
2013-03-15,0.972971749885,0.906047251493,1.067986672784
2013-03-18,0.971605155070,0.904612608693,1.068174682971
2013-03-19,0.970240479716,0.903180237518,1.068362726256
2013-03-20,0.969733388376,0.902666271578,1.068411979419
2013-03-21,0.969226562066,0.902152598117,1.068461234854
2013-03-22,0.968720000646,0.901639216968,1.068510492559
2013-03-25,0.968213703977,0.901126127966,1.068559752535
2013-03-26,0.967707671922,0.900613330943,1.068609014781
2013-03-27,0.967201904342,0.900100825733,1.068658279299
2013-03-28,0.966696401099,0.899588612171,1.068707546088
2013-03-29,0.966191162055,0.899076690091,1.068756815149
2013-04-01,0.965686187071,0.898565059326,1.068806086480
2013-04-02,0.965181476010,0.898053719711,1.068855360084
2013-04-03,0.964677028734,0.897542671080,1.068904635958
2013-04-08,0.964172845105,0.897031913267,1.068953914105
2013-04-09,0.963668924984,0.896521446108,1.069003194523
2013-04-10,0.965189596449,0.896552662703,1.070653374390
2013-04-11,0.966712667535,0.896583880384,1.072306101577
2013-04-12,0.968238142032,0.896615099152,1.073961380016
2013-04-15,0.969766023729,0.896646319008,1.075619213647
2013-04-16,0.971296316428,0.896677539950,1.077279606412
2013-04-17,0.972829023931,0.896708761980,1.078942562263
2013-04-18,0.974364150049,0.896739985096,1.080608085157
2013-04-19,0.975901698600,0.896771209300,1.082276179055
2013-04-22,0.977441673405,0.896802434591,1.083946847927
2013-04-23,0.978984078294,0.896833660970,1.085620095747
2013-04-24,0.983323563636,0.898870768500,1.088067397727
2013-04-25,0.987682284361,0.900912503206,1.090520216634
2013-04-26,0.992060325732,0.902958875599,1.092978564905
2013-05-02,0.996457773391,0.905009896212,1.095442455004
2013-05-03,1.000874713358,0.907065575604,1.097911899426
2013-05-06,1.005311232035,0.909125924356,1.100386910690
2013-05-07,1.009767416209,0.911190953076,1.102867501345
2013-05-08,1.014243353050,0.913260672393,1.105353683971
2013-05-09,1.018739130113,0.915335092961,1.107845471171
2013-05-10,1.023254835344,0.917414225460,1.110342875582
2013-05-13,1.027790557077,0.919498080593,1.112845909864
2013-05-14,1.032346384037,0.921586669085,1.115354586711
2013-05-15,1.036922405345,0.923680001690,1.117868918842
2013-05-16,1.041518710514,0.925778089183,1.120388919005
2013-05-17,1.046135389456,0.927880942364,1.122914599978
2013-05-20,1.050772532479,0.929988572059,1.125445974567
2013-05-21,1.055430230295,0.932100989116,1.127983055607
2013-05-22,1.060108574015,0.934218204411,1.130525855963
2013-05-23,1.064807655155,0.936340228842,1.133074388526
2013-05-24,1.069527565637,0.938467073333,1.135628666220
2013-06-17,1.060508577458,0.924989402970,1.141726871590
2013-06-18,1.051565643557,0.911705290382,1.147857823676
2013-06-19,1.042698122594,0.898611955814,1.154021698323
2013-06-20,1.033905378635,0.885706659433,1.160218672323
2013-06-21,1.025186781108,0.872986700754,1.166448923415
2013-06-24,1.016541704761,0.860449418074,1.172712630294
2013-06-25,1.007969529612,0.848092187915,1.179009972615
2013-06-26,0.999469640909,0.835912424479,1.185341130994
2013-06-27,1.003388864331,0.835033214737,1.191141504303
2013-06-28,1.007323456216,0.834154929745,1.196970261280
2013-07-01,1.011273476828,0.833277568530,1.202827540820
2013-07-02,1.015238986668,0.832401130121,1.208713482496
2013-07-03,1.019220046475,0.831525613546,1.214628226562
2013-07-04,1.023216717223,0.830651017837,1.220571913962
2013-07-05,1.027229060129,0.829777342024,1.226544686328
2013-07-08,1.031257136648,0.828904585141,1.232546685983
2013-07-09,1.035301008476,0.828032746220,1.238578055951
2013-07-10,1.039360737551,0.827161824296,1.244638939951
2013-07-11,1.043436386055,0.826291818405,1.250729482410
2013-07-12,1.047528016411,0.825422727583,1.256849828457
2013-07-15,1.051635691291,0.824554550868,1.263000123935
2013-07-16,1.055759473609,0.823687287297,1.269180515398
2013-07-17,1.059899426527,0.822820935912,1.275391150120
2013-07-18,1.064055613455,0.821955495752,1.281632176093
2013-07-19,1.068228098053,0.821090965859,1.287903742033
